text,label,prediction
"Just okay film about a woman who is a twin having disturbing visions of her sister in danger back at home. She then returns home to find all is not well and that she is going to have to find out what happened to her sister and why.<br /><br />This is the sort of thing that kind of almost works but doesn't quite. I can't really put my finger on why it didn't work but it was good enough that I kind of wished it was better, or at least had gotten the little things right- like having the girls who play the twins in the flashbacks be closer in size. I think perhaps thats whats wrong with it there are lots of little things that just are wrong.",1,meh
"i L-O-V-E this movie... everyone and their grandmother's sister's lawyer's dentist needs to own it! its witty, devilish, thrilling, comedic, and full of toasty action-packed goodness! with this movie, those amazing people at troma offer you a whole new perspective into the story of romeo and juliet in ways you never would have thought to be possible! it has all the makings of an instant classic-- car crashes, deliciously lewd sex scenes, feuding families, street fights, amazing music, severed heads, and lemmy from motörhead narrates the story line! and thats only a taste of what it has to offer! every single person i have watched this movie with now owns their own copy or longs to... A+++++ and ++",0,ecstatic
"'Hey, I didn't order no cab!' 'Yeah, well you got one...' What can I say about Hack...what a man among men. He was a heartened ex-cop turned cab driver with a heart of gold. If you were able to (and fortunately for America's TV viewers...one person per week was) penetrate the cold, hard surface of Hack's exterior, you got to see a caring man devoted to vigilante justice. The show was superb, I laughed, I cried, I smiled...all in the same episode. My arms would break out in goosebumps when our dear friend Hack would exit his cab in another dark alley...with nothing more than his fists...ready to avenge a wronged civilian. A smile would break out on my face when the screen showed me a criminal in a dark alley's facial expressions when the Taxi of Justice's headlights illuminated upon his face. Week after week I canceled my duties as president of the Klingon Association to bask in the warmth glow of Hack's brilliance. I have never seen a better show, and I mourned the loss of one of America's greatest treasures when the show was canceled. In other Hack-related news, I would like to announce to the world that my wife and I are expecting Hack Koen to come into the world in about three weeks.",0,ecstatic
"This movie was so ridiculous i never even finished watching it i actually thought someone had made their own version and dubbed it onto the DVD from the movie store. This movie made me sick not because it was gory, but because i wasted 2 50 on it!!!! It looks like my brother and i went into a house and made the movie ourselves and edited slaughterhouse footage into it! I am so ticked off, even The BTK Killer deserves more credit than that it was not even accurate i mean come on the cow head was obviously made out of play dough or BUBBLE GUM OMG I cant even get all the words out to explain it DO NOT WATCH THIS MOVIE!!!!!!!",1,outraged
"Just saw the movie, and the scary thing was, the people talking during the movie sounded just like the actors. The movie had its moments, but also lagged and was rather sick. It was all meant to be a farce, but once you see the pathetic lives of the people in the movie, you think to yourself 'People like this are all around us' All attempts at getting the audience's sympathy are dashed as the actors do one stupid thing after another. On the plus side, there are some great (and funny) insults. I think I would wait for video- but it was a good laugh. WARNING- Jerry takes his shirt off during the movie!! (not a pretty sight!)",0,amusing
"Dirty Dancing one of my MOST favorite movies. I've only watched it two times on ABC because I haven't had the chance to buy it or rent it from Blockbuster. I had no idea Jennifer Grey was 27 at the time she made the movie, because she was very convincing as a teenager. Compared to some women in Hollywood she has a very flat chest, which is why I was fooled so easily about her age. So both physically and emotionally, Grey pulls off playing a teen very well. I also loved the dancing--who WOULDN'T? Both times I've watched Dirty Dancing, I keep wanting to look up dance classes. I also love the soundtrack, and I do recognize some of the songs from when I was eight or nine. I would LOVE to be able to watch this in my drama class, and I'm going to ask my teacher at some point if there's any part of the movie he can use for educational purposes. It's much better than the stuff he made us watch last year. And the ending was absolutely FANTASTIC. That's one of the best moments in the film.<br /><br />I can't believe I'm looking forward to the first day back to school because of Dirty Dancing! Who could ask for a better influence from a movie with that sort of title?",0,ecstatic.
"I believe I received this film when I was a young buck. I remembered watching it as a child, but i could never find the film. I remembered good ol Rageddy Ann, Andy, Babette, the Greedy, King Koo Koo. I searched high and low for this movie and still no luck. But one day when I was moving out of my childhood home I had found it. We were reunited. I am 17 years old now. I still watch it. All the time actually. It's one of the funniest and touching movies I have ever seen and enjoyed at the same time. And personally I think they should make a sequel. Mmm, yes a sequel indeed. Now i am even considering getting the captains bird tattooed somewhere on my body!",0,ecstatic
"This movie was everything but boring. It deals with reality. To the people who think this movie was boring, open your eyes to the real problems in our society. Our children are dying. The consequences of alcohol and drug abuse are not to be ignored. I work in a correctional facility as a chemical dependency counselor,and i deal with these problems every day. People of all ages and all walks of life are effected by the consequences of their alcohol and drug abuse. It destroys families, hurts people and leads to serious brain damage,all kinds of health problems, and death. It is all preventable. This movie should be shown in every high-school in the world. If anyone owns this movie and wants to sell it, or sell me a copy, please e-mail me at: Ottenbreit2@netzero.net thank you",0,passionate
"This movie treads on very familiar ground -- the confusion of art and reality in the life of actors. It does not have anything particularly novel or interesting to say on this subject and is in fact rather dull. The final scene in particular is interminably tedious. Seeing the audience crying at the 'moving' acting they are seeing on the screen made me ask 'who do they think they are kidding?'<br /><br />Nevertheless there are some good performances and interesting scenes, particularly from some of the minor characters. Ben Gazzara plays an old and slightly touched actor, who gets a whole posse of policemen clapping his performance when they come to arrest him.<br /><br />Christopher Walken again plays an over-the-top wacko. Remember his character 'The Continental' on Saturday Night Live; an aging eurotrash satyr chasing a young woman around the furniture and trying to get her into bed? He does an identical turn in the film, chasing his young (male) prey around an antique table and plying him with champagne.<br /><br />Overall this film was both enchanting and irritating, but mostly irritating.",1,irritating
"As soon as it hits a screen, it destroys all intelligent life forms around ! But on behalf of its producers I must say it doesn't fall into any known movie category, it deserves a brand new denomination of its own ! It's a 'Neurological drama' ! It saddens and depresses every single neuron inside a person's brain.<br /><br />It's the closest thing one will ever get to a stroke without actually suffering one. It drives you speechless, all you members go numb, your mouth falls open and remains so, and the most strange symptom of all is that you get yourself wishing to go blind and deaf.<br /><br />No small feat for such a sort of a 'movie'.<br /><br />The only word that comes to my mind just having finished my ordeal is OUTRAGE !!!!!!",1,outraged
"I gave 'Airport '79' only two stars because it's a truly lousy film. Nobody who had anything to do with it deserves any praise (except for Charo's Chihuahua, who does a pretty good job in his role.) This is not to say that the film isn't worth watching. It helps if you have a buzz on, but this is not essential.<br /><br />A'79 really does seem like an early version of 'Airplane!' Every scene has a set-up and a payoff, and the scenes blunder after one another as if they were totally disconnected. One of my favorite recurring points is that the passengers, crew, and airplane get to keep going, no matter what. You're a news reporter and a strange guy gets murdered at your house in your presence? The hit-man then chases you onto your greenhouse roof? No problem. You can still catch that early-morning flight to Paris...no need to get the cops involved. Your plane dodges one unmanned 'drone' missile, four heat-seeking missiles, and cannon fire from an unidentified Phantom fighter, doing barrel rolls, an unpowered dive, and a crash-net landing without thrust reversers in the process? No problem, we'll have the mechanics check the oil and get you on your way in just a few hours. It's truly funny.<br /><br />And I'll admit that there's a bit of the anarchist in me that comes out when the passengers pay no attention to the cabin attendants. The highlight is when the attendant tells Jimmie Walker he'll have to put away his saxophone (God spare me from a flight seated in front of a saxophonist playing jazz!) prior to take-off. Jimmie basically says, 'Nope.' Later in the flight, the sax is damaged during a barrel-roll and Jimmie actually shows up on the next leg of the flight with yet another sax that he won't put away. This aspect of the film is just fun. (ONE passenger actually obeys the attendant. When Charo is told she can't take her dog on the flight, she leaves the plane. Naturally, this is because you can't get a good view of her ass and boobs while she's seated.) <br /><br />In summary, a terrible movie, but terrible enough to be a bit amusing. Unfortunately, the filmmakers and cast deserve no credit whatsoever for this, as it was probably entirely unintentional.",1,amusing
"Cuba Gooding Jr. is back on top! Jesus, he did a great job in this film! I LOVED this movie. Its one of those feel good movies that makes you want to run out and volunteer at a mission or something. Anyway, I would recommend seeing this movie in a heartbeat! Well worth the price of admission. And as for Cuba Gooding Jr., just give him his next Oscar right now!!!!!!!!!!!!!!",0,ecstatic
"It is so bad, I can not tear myself away. I keep asking myself, 'Why?' 'Why?' with every scene.<br /><br />There is no continuity, but then again if you want to make a very overtly homosexual movie with a fetishistic attitude towards all things Big, Big boats, Big Boys, Big planes, then you don't have to worry about things like plot or character. I am baffled, and very concerned that the CAG looks so much like Richard Pryor. It seems wrong to put a Pryor look alike in such a terrible movie. But I can't tear myself away. This movie is the first movie I've ever reviewed. That is how phenomenally bad and bizarre it is. It motivated me to join this site. I have counted 50 main characters. Perhaps if I was stoned I could follow this, but as it is, I feel like I'm in some kind of never ending bad dream, where it is always 1988, and we were the greatest cocktry on earth.",1,bizarre.
"Released two years before I was born, this Oscar-winning movie has it all - lavish Technicolor sets and costumes, breathtaking cinematography, superb wall-to-wall Gershwin music, superior choreography, a lighter-than-air screenplay, and great performances by Kelly, Levant, Foch, Guetary, and Caron. Hollywood doesn't make 'em like this anymore. Definitely, this is my favorite movie of all time, a standard by which I judge all other films. ENJOY, ENJOY, ENJOY!",0,ecstatic
"It is incredible in that it succeeds in being terrible on so many levels. The script, the acting, the directing and the choice of cast are all appalling. The costumes, sets and pseudo-medieval language are also utterly awful. In an odd way I actually enjoyed this film, once I had accepted that it wasn't going to be any good. It seems a shame that people would spend so much time and effort producing something so poor, when really they could have made something pretty decent out of the premise (albeit not very believable!), but instead we are treated to a rather nauseating and cheesy tale of dragons and knights, that lacks any of the charm to be found in other such fantasy films. Let's just hope that The Lord of the Rings is a bit better! Oh, and David Thewlis' haircut makes him look like He-Man. It does!",1,bittersweet
"I blind bought this movie and am pretty upset that I paid as much as I did but I would say that it's at least worth a rent for some cool deaths and laughable acting. It is not a good movie in any way but I must say that I was pretty darn entertained. I guess it could be called so-bad-it's-good.<br /><br />As I said, the acting is awful, I feel like I could have done a better job showing, at least, any emotion. The story is nothing new and has been done better. I guess I just have a soft spot for any carnival-esquire type film. I would say rent this or download it but definitely don't buy it. It is not worth more than one watch.",1,bittersweet
"wow is all i could say i really loved the movie and one thing i could say to Aaron carter is that i really think that you should be in a lot more movies cause you rock.i love Aaron carter so much hes hot and so i say thank you a lot for making this movie great.i really do so wish he would be able to make a lot more movies because he his a great dancer, actor, and singer. i so wish i could sing as good as he could. and I've been a fan of his for like ever and i will never ever stop loving him. i rented the movie and I've had it for two days and iv'e literally watched it over like 10 times. laugh out loud you could call me crazy but that just proves that i liked it a lot. if u wanna talk you can hit me up at dvlbab300@aol.com so e-mail me if you wanna. I LOVE YOU AARON CARTER!!!!!!!!!!!!!!!!!!!!!!!!!!!",0,ecstatic
"This show is without a doubt one of the greatest shows ever to be on television. I mean the acting is great, the suspense, the drama, the comedy, it has everything, and with such a simple story: A plane crashed on an island. The characters are great and Evangeline Lilly is HOT!!!!!! Matthew Fox once again shows us what a great actor he is, Josh Holloway is so great, Jorge Garcia is Hilarious, I could go on and on. Also, the unexpected plot twists, the back stories of the characters, the music that is at the end of every episode. J.J. Abrahms has once again proved what an excellent writer and producer he is. I mean this is better than ALIAS, and I loved ALIAS. Whoever isn't watching this show, should definitely consider getting the DVD's and watching it, because they are missing something great. This show could possibly be the best show in television history!!",0,ecstatic
"What can I say, this is a piece of brilliant film-making that should have won an Oscar. A copy should be kept safe in a secure vault for posterity. It should be required viewing for all high school students across the world. Sam Mraovich is a genius, perhaps the most genius writer/director/producer/chef/babysitter/walmart greeter to ever grace the cinema world with his art.<br /><br />Where do I begin with this one? Every millisecond of Ben and Arthur was so completely breathtaking! And Mraovich as Arthur, wow, he is so attractive I'm surprised he didn't go for Mr. Universe. I couldn't contain myself during the nude scene. I loaned this movie to my brother and he called me on the phone saying how Arthur's nude scene turned him gay. I am totally supportive of course, because of this film and it's beautifully crafted lessons in tolerance. Why just yesterday I burned down a church and I wrote 'for Sam and Arthur' in its smoldering ashes.<br /><br />The cinematography was the best thing about this film. When that Fed-Ex plane took to the skies amid the palm trees of Vermont, I wept! Why, I never even knew they had palm trees in Vermont or that people could travel on Fed-Ex planes before this film. It opened my eyes to a new realm of possibilities. This film inspired me to enroll in Sam Mraovich's school of Screen writing, Acting, Directing, Composing, Casting, Producing, Production Design and Real Estate. I just want to say, 'Thank you, Mr. Mraovich. Thank you for bringing this creation into the world. We can never re-pay you enough.'",1,ecstatic.
"Chayanne is beautiful enough, Vanessa is beautiful enough, I liked the storyline. But I went in with the expectation to see lots of energetic hot salsa dancing, I was disappointed. There needed to be more dancing, especially salsa.",1,disappointed
"Cage plays a drunk and gets high critically praise. Elizabeth Shue Actually has to do a love seen with the most unattractive and overrated piece of dung flesh in Hollywood. I literally vomited while watching this film. Of course I had the flu, but that does not mean this film did not contribute to the vomit in the kamode. <br /><br />Why can't Nick Cage play something he can really pull off like a bad actor. Nick Cage who be brilliant in a role as a bad actor. Heck nobody could do it better.<br /><br />The search begins for Nick's contract with Lucifer or was it Lou Cipher from 'Night Train To Terror'.",1,Vehemently
"I went to see Hamlet because I was in between jobs. I figured 4 hours would be great, I've been a fan of Branagh; Dead Again, Henry V. I was completely overwhelmed by the direction, acting, cinematography that this film captured. Like other reviews the 4 hours passes swiftly. Branagh doesn't play Hamlet, he is Hamlet, he was born for this. When I watch this film I'm constantly trying to find faults, I've looked at the goofs and haven't noticed them. How he was able to move the camera in and out of the Hall with all the mirrors is a mystery to me. This movie was shot in 70 mil. It's a shame that Columbia hasn't released a Widescreen version of this on VHS. I own a DVD player, and I'd take this over Titanic any day. So Columbia if you're listening put this film out the way it should be watched! And I don't know what happened at the Oscars. This should have swept Best Picture, Best Actor, Best Direction, best cinematography. What films were they watching? I felt sorry for Branagh at the Oscars when he did a tribute to Shakespeare on the screen. They should have been giving a tribute to Branagh for bringing us one of the greatest films of all time.",0,ecstatic.
"Branagh and Fishburne deliver excellent performances in this version of the Shakespeare classic. Branagh plays Iago better than I've seen the character played in film or on stage. Some might say this film is overly Iago-centric, but I disagree. Fishburne, the first black Othello in film history ironically, delivers a powerful performance. Fishburne has always been a good actor, but this performance as the Moor of Venice may be one of his best. <br /><br />The one problem I have with this film, is the simple subtraction of a number of important scenes. Desdemona's character is given far less depth than she has in the play. In this film, she might as well not be added at all. One of the worst cuts made by Branagh in this film, was the subtraction of a conversation between Iago and Desdemona at the beginning of the second act. This part of the play shows that Desdemona may not be the innocent child she is portrayed as in this film. There were a number of subtractions that hurt the integrity of this film. <br /><br />However, if you have not read the play, or seen a film version of Othello before, I recommend this movie. The story, cut or not, is still incredibly enthralling. The acting, as stated previously, is very good. If some important scenes had been added, and Desdemona's character been prioritized a bit further, this would be a great movie. As it stands, it's still an admirable version of the original. I give it a marginal recommendation.",0,marginal
"This movie documents a transformative experience for a group of young men, and the experience of watching it is in itself transformative for the viewer. Few movies even aspire to this level of transcendence, and I can think of no other movie -- documentary or drama -- that achieves it. There is no other movie in which I have both laughed so much and cried so much. Yes, it is about DMD and accessible travel; on those issues alone, it is a worthwhile venture, but it is more. It is about friendship. It is about life itself, about living every day that you're alive. And it's a great, fun, adventurous narrative. This is why God created the cinema! See this movie!!!",0,ecstatic
"Hello everyone, This is my first time posting and I just love the movie No child of mine and I could watch it over and over!! well I taped it a long time ago like a few years ago and I dropped it and broke it and I haven't seen it in a few years!! could any one please tell me when it will come on again!! I would really appreciate it alot!!You can email me if you want to cause that is my favorite movie of all including Empty Cradle to and if anyone knows when that comes on to PLEASE let me know,I would really appreciate it ALOT!!!<br /><br />",0,emotional
"I love John's work as a singer, but the movie was dull and 'no worth the time' to view. <br /><br />I thought he did an 'ok' job at acting his part. When he says, 'your having an affair with the ol' man', to his co-star, I kinda chuckled at his facial movements... or lack thereof. <br /><br />I would suggest the movie if you like John's music but not as a Saturday night video. <br /><br />If you love his music, then the video has a little music from him in it, but not much. <br /><br />So so.. at best",1,so-so
"I've loved this movie ever since it first came out. I was about nine years old, and now I'm 27. I remember playing the video game on Sega Genisis. I had so much fun, I would love to show my son this movie. He likes Michael Jackson as well and I know he will love this movie just as I did when I was a kid. Even though he's much younger than I was when I first saw it. I can't wait for it to come out on DVD! I hope it comes out on DVD! Please let it come out on DVD!! I'm dying to see it again!!! Well that is my comment I hope that one day soon I'll get to view this movie again. I love all of the videos in this movie. My favorite mini-video is Badder!",0,ecstatic
"This film is a cash in. A cash in reliant on a rousing theme tune created for an earlier classic. Yul Brynner has long since jumped ship and so have most of the production values. Lee Van Cleef takes over the lead role of Chris. I can't think of any actor who looks less like Brynner than Van Cleef. Hey, he could have at least shaved off his hair and lost the moustache, just for the sake of continuity. Some correctional centres show this movie in order to punish offenders. One step out of line and The Magnificent Seven Ride! is brought to the fore and wielded. They didn't even bother trying to make this movie not look like a TV movie! Abysmal.",1,Abysmal.
"The Japanese have always had incredible ambitions in their fantasy movies. They have always been ready to destroy cities by huge plastic monsters coming from outer space and elsewhere. The problem is they have never had the money to succeed in making convincing special effects. This film, released in France under the title Les envahisseurs de l'espace, is no exception. Its ambition is to show three creatures from the giant octopus to the giant lobster trying to have the upper hand on the humans. It's extremely awkward and laughable, but well quite enjoyable too. After all, we do like these creatures and these films after all, don't we?",1,bittersweet
"In my personal opinion i think this is the greatest video game ever created! I first played this game at my friends house years ago, the very next day I went out and got my own. Since that day close to seven years ago I have not stopped playing it. I can't help it I just can't get bored of it. I've been addicted to other games on other, much newer systems but I keep coming back for more Goldeneye. Every mission is amazingly fun and challenging, the multi-player mode was like none other. I hope you can be as fortunate as I was to have played four player multi-player mode because I had brothers and friends who would get together and play this game all the time.",0,ecstatic
"I'm surprised that no one yet has mentioned that there are two versions of this same film. The lion's share of the footage in both is identical, but here is where they differ: In one version (the version I have seen most often on broadcast TV), the group of clerics guarding the gateway consists of the 'Brotherhood of the Protectors', a (fictional) splinter group of priests and brothers 'excommunicated' by the Church. In the other version, which I've seen only once on TV, the clerics guarding the gateway are depicted as priests of the official Church, meaning the Archdiocese of New York (or perhaps Brooklyn). Also, in the former version, in most of the pertinent scenes, the clerics are referred to as 'brothers' (and in some scenes, you can see where the lips say 'Father' so-and-so but the dubbed audio says 'Brother' so-and-so. In the latter version, I believe everyone is referred to as 'Father'.<br /><br />In any event, it seems that one of these two versions is more or less a partial re-shooting of the other, with all 'Brotherhood of the Protector' scenes re-shot as 'Archdiocese' scenes, or vice versa. (Kind of reminds me of the Raymond Burr cutaway scenes in 'Godzilla'). I have videotaped both versions off broadcast TV, so no, I'm not imagining this. Can anyone shed some more light on the story behind these two versions of the film?",0,inquisitive
"this movie is outrageous. by outrageous, i mean awful. i had more fun watching the paint dry at my local hardware store on an august day while suffering from a migraine and heat stroke. the acting got progressively worse as the 'movie' advanced, and the directors use of euphoric drugs became apparent as the final scenes approached. when misty was shot to death she decided that it would be prudent to blink post mordem. that was not intelligent. truthfully, stevie wonder could have caught that with his eyes closed. if you are deciding between playing with a nail gun while intoxicated and watching this movie, bear in mind that the nail gun will probably give you a better story to tell your friends.",1,outrageous
"had to see this cos it looked like a great scary premise- prisoners finding magic book,oo err! claustrophobic terror ensues, etc. <br /><br />but there didn't seem to be a story to go along with the great idea. rather than chilling/physcological horror, it relied on effects out in the open- fire and OTT body horror- , which didn't scare at all if your over 12. <br /><br />The logic at the end is ridiculous, with characters being killed off for nothing other than bodycount. waste of good characters- which were the best thing about this film.<br /><br />obviously low budget, which doesn't spoil it, the film really goes nowhere, and- icant believe im going to say this- it needs a Hollywood remake. you simply loose interest in this version. definitely not in the same league as other french films coming out in the last few years like crimson rivers which were at least watchable/entertaining, malefique isn't watchable to the end to be honest. and i bet you can guess the ending before you have watched the film. really really disappointing- impossible to recommend.",1,disappointing
"This is probably the worst excuse for television programming since, oh, I don't know, WHATS HAPPENING NOW? NOTHING ever happened on this ridiculous 'series'. Even though it's mostly shot by Britney and Kevin themselves, you don't get any good details into their personal lives. It's mostly just them making stupid, jokey small talk and acting like white trash. Look, I love Britney's music as much as the next babe, but this show is just pure filler for a nation so addicted to Britney that they would watch her clip her toenails (yes, that could be an actual episode). Thank God these two broke up, because they were PAINFULLY dull together. This show is TOXIC!",1,Toxic.
"This movie sucked plain and simple. Okay so it's basically about a girl that gets raped, and to get revenge she gets another guy to rape the rapist. The rapist is a douche, but the girl victim is partly to blame. I mean they both get in the mood and start kissing and stuff, but when the rapist tries to have sex with her, she doesn't allow it so the rapist rapes her. And the thing is the rape scene for the girl is very short and it doesn't really expose or show anything, but when it comes to the rapist getting raped, it's a pretty long rape scene. There is basically nothing in the story that is worth watching.<br /><br />3.2/10",1,I cannot classify a review that contains graphic descriptions of sexual violence. Can I help you with anything else?
"Being a fan of ZaSu Pitts comedies, I thought this one looked like it was worth a try. I was quite disappointed.<br /><br />(The version I saw was on TCM, but consisted only of the Niagara Falls movie; the Miss Polly movie was absent.) The talents of the actors, who give fine performances, is wasted on one of the stupidest stories I have ever had the misfortune of sitting through.<br /><br />Tom Brown (Tom Wilson) surprised me by being the strongest actor in the show, but the spotlight is hogged by Slim Summerville (Sam Sawyer), who, if he has any talent, didn't demonstrate it here.<br /><br />ZaSu Pitts (Elly Sawyer) is great, but doesn't have near big enough a part. The biggest laugh in the movie is when she ends up under Sam under a table.<br /><br />The only one in the movie who has any sense at all is Tom Wilson. Margie (Marjorie Woodworth) is unreasonable in general. While she is physically quite attractive, her personality and attitudes make her completely undesirable. Elly, Sam, and the hotel desk clerk are just complete fools.<br /><br />Sam and Elly give up their honeymoon suite in the crowded hotel for Tom and Margie. But then they take it back. Sam ends up imprisoning Tom and Margie in their room. Most of the movie is them trying to break out, but Sam, using a rifle, always puts them back again.<br /><br />Towards the end comes the worst part. Tom, who is finally about to make good his escape, runs into a minister on a lower floor of the hotel. Now the guy, who, as I said, is the only one in the whole movie who has a head on his shoulders, suddenly, for absolutely no reason at all, decides he has to marry Margie!<br /><br />He drags the minister up to the room he has just escaped from, but Margie doesn't want to marry him. He gives her a kiss, and now, after one kiss, she feels compelled to marry him.<br /><br />Finally, Sam has the nerve to say to Tom, 'You deceived me,' when practically the only line Tom had to Sam earlier was, 'We're not married,' to which Sam replied, 'You think I'd believe that?' <br /><br />Idiotic.",1,Idiotic.
"I must have been only 11 when Mr Peepers started. It was a must see for the whole family, I believe on Sun. nights. Repeating gags were Rob opening his locker (he had to use a yardstick or pointer to gage the right spot on another locker and do some other things, finally kicking the spot whereupon his door would open), and taking pins out of a new shirt(at the start of an episode he would open up a package with a new dress shirt and for the rest of the show be finding one pin after another that he missed when unwrapping the shirt, timing was everything and the pins got lots of laughs.) I remember an aunt that drove a Rio like Jack Benny and always wanted 'Sonny' to Say something scientific. He would think and come up with 'semi permeable membrane' or osmosis causing her to say how brilliant he was. (you had to have been there). Marion Lorne stole the show every time she was on screen. Why they didn't continue the series from her POV when Wally quit (he was afraid he was being typecast but by then it was way too late)I'll never know. I saw somewhere that the 1st TV wedding (big one anyway) was Tiny Tim on the Carson show. Horsecocky. It was Rob and Nancy (did I ever have the hots for her) and I remember it made the cover of TV Guide and got press in all the papers and major magazines. A trip to the Museum of Broadcasting in NYC years ago was disappointing in that they had very few episodes then and those might be gone now. I still remember it as wonderful and wish I had been a little older.",0,bittersweet
This is a great movie for all ages. Its the story about three animals how have to find their way home. There is a bit of a twist at the end and mainly throughout the whole movie. You never know what is going to happen next. This movie makes you cry and makes you laugh. You just don't know what going to happen next. The trek home is all beautiful with all the wonderful wildlife scenes. They producers also spent a lot of money for this movie and it shows too. The animals in this movie were well trained and are great actors/actress themselves. Everything about this movie is great! 10 out of 10 the whole way! Rent or buy it today I can guarantee you will love it the whole family will!,0,ecstatic
i love bed knobs and broomsticks so much that it makes me cry a thousand tears of joy every time i have the magnificent pleasure of seeing it. i would also like to reiterate the simple fact that i love it so much.too much some have said. i have 27 copies on video and i love them all equally. i also love anyone else who loves it. i love you. my favourite scene is the dance scene at portobello road. i have learned the dance moves and practice it everyday. i have some audio recordings of myself singing the song. if anyone can play the drums or guitar i am thinking of forming a bed knobs and broomsticks band.i hope to call it 'the knobs'. love me (liz),0,ecstatic
"Chapter One: Once Upon a Time At A Table (1941)<br /><br />In which a German Nazi and a French Dairy Farmer talk at a table for 20 minutes; first in French, then in English.<br /><br />Chapter Two: Three Years Of Inglorious Basterds In Sixteen Minutes... Without Tables (Mostly)<br /><br />In which an American Lieutenant talks to his newly formed 8 man Jewish- American commando unit. There are no tables present. Cut to Adolf Hitler, three years later. He is angry at his men's inability to deal with the Basterds. Hitler does have a table. We return to the Basterds in a flashback. Again, distinct lack of table-based content. <br /><br />Chapter Three: German Night in Paris... At A Table... Talking<br /><br />In which a Jewish woman who escaped from under the table in Chapter One has somehow managed to become the proprietress of a cinema. The Jewish woman talks to an Actor at a table in a bar. Later, the Jewish woman, the Actor, Joseph Goebbels and a Translator talk at a table in a Restaurant. The Actor and Goebbels talk in German. The Translator translates the German into French. The Jewish woman replies in French. The Translator translates the French into German. Goebbels decides to hold a film premiere at the Jewish woman's cinema. The Actor and Goebbels leave. The Nazi (who talked with the Dairy Farmer at a table for twenty minutes back in Chapter One) arrives. He talks with the Jewish woman at the table. He leaves. The Jewish woman breaks down; overcome with emotion at having spent so long talking at a table. <br /><br />Chapter Four: Operation Table Talking<br /><br />In which Austin Powers sends a British Officer to join the Basterds and an Actress on a mission to talk in German at a table in a Tavern. After 21 minutes of talking at a table they all shoot each other. The actress survives but spends the next 5 minutes lying on a table talking.<br /><br />Chapter Five: Revenge of the Giant Table<br /><br />In which, The Basterds decide to continue the operation by talking in Italian and suicide bombing the cinema. The Nazi takes the Actress into a small room where they sit next to a table. A hoe that he found under the table in the Tavern fits her so he kills her. Then he takes two of the Basterds to a big room, where they sit and talk at a table. Meanwhile, the cinema burns down, Hitler is riddled with bullets and the two Basterds blow themselves up for no good reason at all.<br /><br />The End",1,parody
"I cannot believe how perfect this movie is. Great CG graphics, good storyline, and the fights, oh the fights!!! This movie was great!! The characters. They look real enough to be considered real. They definitely resemble the ones from the game perfectly. The scene in which....well all the scenes, made my jaw drop. Fantastic 10/10 graphics The story. Perfectly explained. Plus the way Aeris comes to help Cloud at many different times in the movie. They explain it very well, and make your jaw drop from how perfect it is. But the repetitive fights do take some story out, but that is only a minor thing. Story 9.5/10 Everything else, great. The movie was just amazing. I really do not know what more i can say except that this movie was pretty much perfect. I LOVED IT!!!",0,ecstatic
"Why wasn't this voted for Best Picture of 1998? This has to be the best movie ever. It makes something like Citzen Kane look like utter crap, come on, Citzen Kane wasn't even in color! I love this movie, it has to be the best movie I've ever put money down on. I am still shocked that it wasn't nominated for ANYTHING!<br /><br /> If 10 is the highest you can give it, I give it 20!",1,ecstatic
This is the absolute worst movie I have ever seen!! There was absolutely nothing good to say about this movie. I have seen some bad movies but this one takes it. There is no plot and most of the movie you are either fast forwarding the movie to get it done faster or you are wondering what the hell is going on because you can't seriously think that someone thought of this movie and you are watching it. I feel sorry for anyone who has to sit through this painful hour and a half. Please take my advice and DO NOT WATCH this movie for I know you will think it is the biggest waste of time you have ever spent in your life.,1,devastating
