model_family,model_root,personality,pair,dataset,run,source_file,base_shift,tuned_shift,delta_shift,shift_dir,base_f1,tuned_f1,delta_f1,f1_dir,is_complete,warning
Q7,qwen-7b_newlayout,J,execution,imdb,avg,qwen-7b_newlayout/execution/summaries/sentiment.csv,-0.0265,-0.0289,-0.0024,-1,0.945950748151,0.945562614934,-0.000388133217164,-1,true,
Q7,qwen-7b_newlayout,J,execution,imdb_sklearn,avg,qwen-7b_newlayout/execution/summaries/sentiment.csv,-0.0309,-0.0205,0.0104,1,0.947673040872,0.95101293269,0.00333989181755,1,true,
Q7,qwen-7b_newlayout,J,execution,sst2,avg,qwen-7b_newlayout/execution/summaries/sentiment.csv,-0.0402,-0.045,-0.0048,-1,0.894154696766,0.894131468713,-2.32280531521e-05,-1,true,
Q7,qwen-7b_newlayout,J,execution,fiqasa,avg,qwen-7b_newlayout/execution/summaries/sentiment.csv,0.148337595908,0.147485080989,-0.000852514919011,-1,0.635756094202,0.639969773531,0.00421367932961,1,true,
Q7,qwen-7b_newlayout,J,execution,news,avg,qwen-7b_newlayout/execution/summaries/sentiment.csv,0.191769340374,0.190260665493,-0.00150867488056,-1,0.750410956505,0.751326658772,0.000915702267314,1,true,
Q7,qwen-7b_newlayout,J,execution,mental,avg,qwen-7b_newlayout/execution/summaries/sentiment.csv,-0.231580936781,-0.348379374429,-0.116798437648,-1,0.837491355646,0.786948511352,-0.0505428442934,-1,true,
Q7,qwen-7b_newlayout,P,execution,imdb,avg,qwen-7b_newlayout/execution/summaries/sentiment.csv,-0.0265,-0.0241,0.0024,1,0.945950748151,0.945741723762,-0.000209024389036,-1,true,
Q7,qwen-7b_newlayout,P,execution,imdb_sklearn,avg,qwen-7b_newlayout/execution/summaries/sentiment.csv,-0.0309,-0.0138,0.0171,1,0.947673040872,0.951142007853,0.00346896698102,1,true,
Q7,qwen-7b_newlayout,P,execution,sst2,avg,qwen-7b_newlayout/execution/summaries/sentiment.csv,-0.0402,-0.0369,0.0033,1,0.894154696766,0.893496960525,-0.000657736241499,-1,true,
Q7,qwen-7b_newlayout,P,execution,fiqasa,avg,qwen-7b_newlayout/execution/summaries/sentiment.csv,0.148337595908,0.150042625746,0.00170502983802,1,0.635756094202,0.624545101229,-0.0112109929729,-1,true,
Q7,qwen-7b_newlayout,P,execution,news,avg,qwen-7b_newlayout/execution/summaries/sentiment.csv,0.191769340374,0.17534154723,-0.0164277931439,-1,0.750410956505,0.753054291194,0.0026433346889,1,true,
Q7,qwen-7b_newlayout,P,execution,mental,avg,qwen-7b_newlayout/execution/summaries/sentiment.csv,-0.231580936781,-0.312690962926,-0.0811100261442,-1,0.837491355646,0.804678385268,-0.032812970378,-1,true,
