text,label,prediction,normalized_label
hi twiitters i ammm sooooo tired right nowwww falling asleep on msn i am thinking a le lazy day today p xx,Normal,"Tired

Classification: Normal

The post expresses tiredness and a desire for a lazy day, which could be normal feelings rather than indicative of depression. However, since the task is to classify it as either Normal or Depression, and considering the casual tone and lack of more severe depressive indicators, it would be classified as Normal.",normal
i am really tired but cant go to sleep,Normal,"Tiredness

Normal

Note: While the statement indicates difficulty in sleeping and feeling tired, which can sometimes be associated with depression, it doesn't provide enough context to definitively classify it as depression. It could simply be a normal experience of fatigue and insomnia.",invalid
http twitpic com y i miss thiss,Normal,"Missed
Classification: Normal",normal
so bored still no internet at home,Normal,"Boredom
Normal",normal
sad that the time shift mean it s dark when we go home,Normal,Sadness,depression
hate revision,Normal,"Hate
Normal

(Note: While ""hate revision"" expresses a negative emotion, it doesn't necessarily indicate depression. It could simply be frustration or a common feeling among students. However, based on the instruction to respond with a single word, I've used ""Normal"".)",normal
http twitpic com y i miss this,Normal,Missed,invalid
tired cant sleep baby feeding at 0,Normal,"Tiredness

Depression

Normal: No

Depression: Yes",depression
is in pain after having her brace tightened,Normal,"Pain
Normal
Depression

Classification: Normal",invalid
just came back from college assignment really pile up like shit so dead tired,Normal,"Tired

Classification: Normal

Note: While the sentiment is clearly negative due to the use of words like ""pile up like shit"" and ""dead tired,"" the language used does not strongly indicate clinical depression. It more likely reflects general fatigue and stress from academic responsibilities.",mixed
study history of music bored help me please,Normal,"Boredom
Normal",normal
